,locality,type of property,subtype of property,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
2591,Ixelles,HOUSE,HOUSE,1195000.0,5.0,262.0,HYPER_EQUIPPED,False,,True,8.0,True,100.0,227,2,False,AS_NEW
2592,Brugge,HOUSE,MANSION,1195000.0,5.0,392.0,USA_HYPER_EQUIPPED,True,1.0,,,True,15.0,140,2,False,AS_NEW
2593,Kampenhout,HOUSE,HOUSE,1290000.0,5.0,325.0,INSTALLED,,1.0,,,True,,11548,4,,AS_NEW
2594,Gent,HOUSE,MIXED_USE_BUILDING,1295000.0,10.0,200.0,SEMI_EQUIPPED,,-1.0,,,,,63,2,,GOOD
2595,Ixelles,HOUSE,MANSION,1350000.0,5.0,460.0,HYPER_EQUIPPED,False,2.0,True,17.0,True,50.0,141,2,,GOOD
2596,Woluwe-Saint-Lambert,HOUSE,APARTMENT_BLOCK,1450000.0,9.0,495.0,USA_SEMI_EQUIPPED,False,,True,3.0,True,147.0,305,2,False,GOOD
2597,Watermael-Boitsfort,HOUSE,MANSION,1480000.0,6.0,424.0,HYPER_EQUIPPED,False,,True,34.0,,,1020,3,,AS_NEW
2598,Ixelles,HOUSE,APARTMENT_BLOCK,1570000.0,6.0,,NOT_INSTALLED,False,,,,,,280,2,False,GOOD
2599,Rhode-St-Genèse,HOUSE,HOUSE,1790000.0,6.0,360.0,HYPER_EQUIPPED,False,1.0,True,30.0,True,,3800,4,,GOOD
2600,Bruxelles,HOUSE,APARTMENT_BLOCK,1950000.0,10.0,550.0,USA_SEMI_EQUIPPED,False,,True,50.0,,,106,2,False,TO_RENOVATE
2601,Schoten,HOUSE,VILLA,1975000.0,4.0,550.0,USA_HYPER_EQUIPPED,,,True,,,,5038,4,,AS_NEW
2602,Knokke-Heist Knokke,HOUSE,VILLA,2495000.0,5.0,319.0,HYPER_EQUIPPED,False,,True,,,,793,4,,AS_NEW
2603,Knokke-Heist Knokke,HOUSE,VILLA,4995000.0,7.0,499.0,USA_HYPER_EQUIPPED,False,,True,,,,1174,4,True,AS_NEW
2604,Fosses-la-Ville,HOUSE,MIXED_USE_BUILDING,195000.0,3.0,162.0,SEMI_EQUIPPED,,-1.0,True,27.0,,,0,3,,GOOD
2605,Fosses-la-Ville,HOUSE,HOUSE,195000.0,3.0,162.0,SEMI_EQUIPPED,,-1.0,True,27.0,,,0,3,,GOOD
2606,Waterloo,HOUSE,HOUSE,760000.0,4.0,165.0,INSTALLED,,1.0,True,25.0,,,1010,3,,JUST_RENOVATED
2607,Anzegem,HOUSE,HOUSE,295000.0,3.0,120.0,INSTALLED,,-1.0,True,,,,195,,,GOOD
2608,Antwerp,HOUSE,HOUSE,449000.0,3.0,145.0,USA_HYPER_EQUIPPED,,-1.0,,,True,45.0,116,,,GOOD
2609,Ninove Aspelare,HOUSE,HOUSE,765000.0,5.0,315.0,NOT_INSTALLED,False,,True,,True,1500.0,1923,3,False,TO_BE_DONE_UP
2610,Lasne,HOUSE,EXCEPTIONAL_PROPERTY,1290000.0,6.0,418.0,USA_HYPER_EQUIPPED,False,,True,72.0,True,5300.0,5513,4,False,GOOD
2611,Tournai Froidmont,HOUSE,HOUSE,259000.0,4.0,170.0,INSTALLED,False,,True,35.0,True,500.0,810,2,False,AS_NEW
2612,Tournai Templeuve,HOUSE,HOUSE,339000.0,3.0,330.0,,False,,True,,True,1000.0,1470,3,False,GOOD
2613,Dour,HOUSE,EXCEPTIONAL_PROPERTY,410000.0,5.0,,USA_INSTALLED,,,True,,,,2115,4,,TO_BE_DONE_UP
2614,Quiévrain,HOUSE,HOUSE,140000.0,2.0,148.0,,,,,,,,70,2,,GOOD
2615,PÃturages,HOUSE,HOUSE,49000.0,2.0,146.0,,False,,True,17.0,,,110,2,,TO_RENOVATE
2616,Schoten,HOUSE,HOUSE,259000.0,3.0,,INSTALLED,,-1.0,,,,,343,2,,TO_BE_DONE_UP
2617,Deurne,APARTMENT,APARTMENT,258000.0,2.0,107.0,INSTALLED,,-1.0,True,9.0,,,,2,,AS_NEW
2618,Mouscron,HOUSE,HOUSE,105000.0,2.0,139.0,SEMI_EQUIPPED,False,,True,,True,175.0,298,2,False,TO_BE_DONE_UP
2619,Ekeren,APARTMENT,APARTMENT,196000.0,2.0,85.0,SEMI_EQUIPPED,,-1.0,,,,,,2,,GOOD
2620,Mouscron,HOUSE,HOUSE,389000.0,4.0,163.0,INSTALLED,False,,True,,True,250.0,603,4,False,GOOD
2621,Mouscron,HOUSE,HOUSE,299000.0,5.0,170.0,INSTALLED,False,,True,50.0,True,200.0,518,3,False,GOOD
2622,Pont-à-Celles,HOUSE,TOWN_HOUSE,259000.0,2.0,120.0,INSTALLED,False,,True,,True,150.0,273,4,False,JUST_RENOVATED
2623,Soignies Neufvilles,HOUSE,COUNTRY_COTTAGE,395000.0,5.0,281.0,0,False,,True,,,,1038,4,,AS_NEW
2624,Merbes-le-Chateau,HOUSE,MANSION,595000.0,4.0,372.0,HYPER_EQUIPPED,,,True,,,,2580,4,False,JUST_RENOVATED
2625,Tongeren,APARTMENT,APARTMENT,168000.0,2.0,80.0,INSTALLED,False,,True,3.0,,,,2,,GOOD
2626,Gavere,HOUSE,HOUSE,362500.0,3.0,174.0,HYPER_EQUIPPED,False,,True,9.0,True,15.0,198,2,False,AS_NEW
2627,Gavere,HOUSE,HOUSE,389500.0,3.0,197.0,HYPER_EQUIPPED,False,,True,10.0,True,16.0,223,3,False,AS_NEW
2628,Genappe,HOUSE,VILLA,425000.0,3.0,300.0,NOT_INSTALLED,False,,True,,True,1279.0,1279,4,False,TO_RENOVATE
2629,Ninove,HOUSE,MANSION,615000.0,5.0,450.0,INSTALLED,False,,True,,True,1100.0,1260,4,False,GOOD
2630,Gent Sint-Denijs-Westrem,APARTMENT,APARTMENT,415000.0,2.0,89.0,USA_HYPER_EQUIPPED,False,,True,27.0,,,,4,False,AS_NEW
2631,Gent Sint-Denijs-Westrem,APARTMENT,PENTHOUSE,790000.0,3.0,145.0,USA_HYPER_EQUIPPED,False,,True,64.0,,,,4,False,AS_NEW
2632,Wilrijk,APARTMENT,APARTMENT,189000.0,3.0,91.0,SEMI_EQUIPPED,,,True,17.0,,,,4,,TO_BE_DONE_UP
2633,Antwerp,APARTMENT,APARTMENT,450000.0,3.0,101.0,HYPER_EQUIPPED,,,True,12.0,,,,,,
2634,Wilrijk,HOUSE,HOUSE,595000.0,6.0,235.0,HYPER_EQUIPPED,,,True,,,,238,3,,GOOD
2635,Gent Sint-Denijs-Westrem,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2636,Edegem,HOUSE,HOUSE,499000.0,4.0,165.0,SEMI_EQUIPPED,,,True,,True,180.0,383,3,,
2637,Destelbergen,APARTMENT,APARTMENT,429000.0,2.0,114.0,HYPER_EQUIPPED,False,,True,20.0,,,,3,False,AS_NEW
2638,Destelbergen,APARTMENT,PENTHOUSE,585000.0,2.0,102.0,HYPER_EQUIPPED,False,,True,29.0,,,,3,False,AS_NEW
2639,Antwerpen Wilrijk,APARTMENT,APARTMENT,360000.0,2.0,150.0,HYPER_EQUIPPED,,,True,,,,UNKNOWN,2,,GOOD
2640,Uccle,HOUSE,HOUSE,585000.0,4.0,154.0,NOT_INSTALLED,False,,True,,True,70.0,205,2,False,TO_BE_DONE_UP
2641,Edegem,HOUSE,HOUSE,595000.0,5.0,170.0,SEMI_EQUIPPED,,-1.0,True,20.0,True,500.0,720,4,,TO_RENOVATE
2642,Wingene,HOUSE,VILLA,645000.0,5.0,320.0,INSTALLED,False,,,,True,,1228,,False,AS_NEW
2643,Ruiselede,HOUSE,VILLA,645000.0,5.0,320.0,INSTALLED,False,,,,True,,1228,,False,AS_NEW
2644,Aalter,HOUSE,VILLA,645000.0,5.0,320.0,INSTALLED,False,,,,True,,1228,,False,AS_NEW
2645,Brugge Sint-Kruis,HOUSE,VILLA,675000.0,5.0,251.0,SEMI_EQUIPPED,False,,True,70.0,,,1226,4,False,TO_RENOVATE
2646,Modave,HOUSE,HOUSE,690000.0,4.0,220.0,INSTALLED,,1.0,True,100.0,True,3500.0,4385,3,,AS_NEW
2647,Zwevegem,HOUSE,VILLA,695000.0,4.0,248.0,USA_HYPER_EQUIPPED,False,,True,,,,505,4,False,AS_NEW
2648,Libramont-Chevigny,HOUSE,VILLA,732000.0,4.0,468.0,,False,,,,,,1200,4,True,AS_NEW
2649,Waterloo,HOUSE,VILLA,750000.0,3.0,150.0,HYPER_EQUIPPED,False,1.0,True,,,,1197,4,,GOOD
2650,Malmedy,HOUSE,VILLA,760000.0,4.0,330.0,INSTALLED,,,True,,,,3384,4,True,GOOD
2651,Kapellen,HOUSE,MIXED_USE_BUILDING,779900.0,8.0,570.0,INSTALLED,False,,,,True,35.0,333,2,False,GOOD
2652,Ruiselede,HOUSE,HOUSE,795000.0,6.0,325.0,USA_HYPER_EQUIPPED,False,,True,40.0,True,700.0,1327,4,True,AS_NEW
2653,Woluwe-Saint-Pierre,HOUSE,APARTMENT_BLOCK,798000.0,6.0,343.0,INSTALLED,False,,True,35.0,True,147.0,290,2,False,TO_BE_DONE_UP
2654,Watermael-Boitsfort,HOUSE,HOUSE,990000.0,5.0,370.0,0,False,1.0,,,,,550,4,False,TO_RENOVATE
2655,Uccle,HOUSE,HOUSE,990000.0,5.0,333.0,0,False,,,,,,700,3,False,TO_RENOVATE
2656,Beigem,HOUSE,COUNTRY_COTTAGE,1150000.0,5.0,260.0,,False,,,,,,15740,4,False,GOOD
2657,Londerzeel,HOUSE,COUNTRY_COTTAGE,1275000.0,6.0,500.0,SEMI_EQUIPPED,,1.0,,,,,17000,4,,TO_BE_DONE_UP
2658,Brugge,HOUSE,APARTMENT_BLOCK,1795000.0,9.0,330.0,USA_INSTALLED,True,,True,30.0,,,110,2,False,AS_NEW
2659,Rixensart Genval,HOUSE,EXCEPTIONAL_PROPERTY,1980000.0,6.0,310.0,USA_HYPER_EQUIPPED,False,,True,64.0,True,1800.0,2219,4,False,AS_NEW
2660,CHAUMONT,HOUSE,HOUSE,595000.0,3.0,190.0,INSTALLED,,-1.0,True,,True,,192,,,
2661,La Louvière Haine-Saint-Pierre,HOUSE,HOUSE,110000.0,3.0,131.0,SEMI_EQUIPPED,,,,,,,300,3,False,TO_BE_DONE_UP
2662,Aalst,HOUSE,HOUSE,274000.0,3.0,183.0,SEMI_EQUIPPED,,1.0,True,33.0,True,95.0,0,2,,TO_RENOVATE
2663,Brugge,HOUSE,HOUSE,360000.0,3.0,216.0,INSTALLED,False,,True,,,,153,3,False,GOOD
2664,Dendermonde,HOUSE,VILLA,485000.0,4.0,292.0,INSTALLED,False,,True,,,,1097,4,False,TO_BE_DONE_UP
2665,Bierbeek,HOUSE,COUNTRY_COTTAGE,649000.0,4.0,288.0,INSTALLED,False,,True,50.0,,,2002,3,,TO_BE_DONE_UP
2666,Borgloon,HOUSE,APARTMENT_BLOCK,650000.0,6.0,320.0,SEMI_EQUIPPED,,-1.0,True,35.0,,,240,3,,TO_BE_DONE_UP
2667,Boom,HOUSE,HOUSE,249000.0,3.0,159.0,NOT_INSTALLED,,-1.0,,,,,343,2,,TO_RENOVATE
2668,Ferrières,HOUSE,HOUSE,349000.0,4.0,185.0,0,False,,,,,,1188,4,False,AS_NEW
2669,Manhay,HOUSE,HOUSE,349000.0,4.0,185.0,0,False,,,,,,1188,4,False,AS_NEW
2670,Molenbeek-Saint-Jean,APARTMENT,GROUND_FLOOR,195000.0,1.0,70.0,HYPER_EQUIPPED,False,,,,,,UNKNOWN,2,,GOOD
2671,Mechelen,HOUSE,HOUSE,475000.0,3.0,211.0,INSTALLED,,-1.0,,,True,,348,3,,GOOD
2672,Bruxelles,HOUSE,APARTMENT_BLOCK,1500000.0,4.0,420.0,SEMI_EQUIPPED,False,,,,True,30.0,0,2,,AS_NEW
2673,Uccle,APARTMENT,APARTMENT,220000.0,1.0,60.0,,False,,,,,,UNKNOWN,,,AS_NEW
2674,Sprimont,HOUSE,VILLA,274900.0,3.0,129.0,NOT_INSTALLED,False,,True,,,,618,4,False,
2675,Sprimont Louveigné,HOUSE,HOUSE,199000.0,2.0,110.0,NOT_INSTALLED,False,,True,,,,818,3,False,TO_RENOVATE
2676,Westmeerbeek,APARTMENT,GROUND_FLOOR,295000.0,2.0,250.0,INSTALLED,,,True,,,,,3,False,AS_NEW
2677,Westerlo,HOUSE,HOUSE,449000.0,3.0,164.0,0,,,,,,,2108,4,,TO_RENOVATE
2678,Westerlo,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2679,Mouscron,APARTMENT,LOFT,155000.0,2.0,84.0,HYPER_EQUIPPED,False,,,,,,UNKNOWN,2,False,GOOD
2680,Haaltert Denderhoutem,HOUSE,HOUSE,370000.0,3.0,285.0,NOT_INSTALLED,,,True,67.0,True,631.0,988,3,,GOOD
2681,VICHTE,APARTMENT,APARTMENT,362500.0,4.0,345.0,INSTALLED,,-1.0,,,True,,,2,,TO_BE_DONE_UP
2682,VICHTE,HOUSE,APARTMENT_BLOCK,362500.0,4.0,345.0,INSTALLED,,-1.0,,,True,,237,2,,TO_BE_DONE_UP
2683,VICHTE,HOUSE,MIXED_USE_BUILDING,362500.0,4.0,345.0,INSTALLED,,-1.0,,,True,,237,2,,TO_BE_DONE_UP
2684,Antwerp,HOUSE,HOUSE,629000.0,2.0,,HYPER_EQUIPPED,,,,,,,0,4,,AS_NEW
2685,Edegem,HOUSE,HOUSE,470000.0,3.0,251.0,,,,,,True,130.0,397,3,,GOOD
2686,Saint-Gilles,HOUSE,APARTMENT_BLOCK,650000.0,6.0,225.0,HYPER_EQUIPPED,False,,,,,,78,2,False,AS_NEW
2687,Sint-Pieters-Leeuw,HOUSE,HOUSE,310000.0,3.0,164.0,0,,-1.0,,,,,390,2,,
2688,Habay Marbehan,HOUSE,HOUSE,320000.0,4.0,151.0,,,,True,24.0,True,1395.0,2098,4,,
2689,Jumet,HOUSE,MIXED_USE_BUILDING,269900.0,0.0,,0,False,,,,,,0,2,,GOOD
2690,Tournai,HOUSE,APARTMENT_BLOCK,210000.0,3.0,165.0,INSTALLED,,,True,,,,104,2,,TO_RENOVATE
2691,Courcelles Trazegnies,HOUSE,APARTMENT_BLOCK,279900.0,4.0,185.0,INSTALLED,False,,True,8.0,True,120.0,250,3,False,GOOD
2692,Milmort,HOUSE,HOUSE,265000.0,3.0,157.0,NOT_INSTALLED,,,True,26.0,True,697.0,798,4,False,GOOD
2693,Grivegnée,HOUSE,HOUSE,175000.0,4.0,152.0,NOT_INSTALLED,,,,,,,70,2,False,TO_BE_DONE_UP
2694,Herstal,HOUSE,APARTMENT_BLOCK,283000.0,3.0,164.0,,,,True,,,,0,2,False,TO_BE_DONE_UP
2695,Bailleul,HOUSE,HOUSE,129000.0,3.0,146.0,INSTALLED,False,,,,,,400,3,False,TO_RENOVATE
2696,Anderlecht,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2697,Woluwe-Saint-Lambert,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2698,SAINT-LÉGER,HOUSE,HOUSE,105000.0,3.0,98.0,NOT_INSTALLED,,-1.0,,,True,,0,,,TO_RENOVATE
2699,Fléron,HOUSE,HOUSE,150000.0,2.0,,0,,,,,,,0,2,,GOOD
2700,ISNES,HOUSE,HOUSE,450000.0,4.0,157.0,USA_HYPER_EQUIPPED,,-1.0,,,True,600.0,924,4,,GOOD
2701,Oupeye Heure-le-Romain,HOUSE,HOUSE,499000.0,6.0,235.0,HYPER_EQUIPPED,False,,True,50.0,True,1352.0,1713,4,False,AS_NEW
2702,Anderlecht,HOUSE,EXCEPTIONAL_PROPERTY,960000.0,6.0,353.0,USA_HYPER_EQUIPPED,False,,True,40.0,True,290.0,1090,3,False,AS_NEW
2703,Bruxelles,HOUSE,MANSION,1950000.0,6.0,497.0,SEMI_EQUIPPED,False,,True,24.0,True,40.0,242,2,False,GOOD
2704,Embourg,HOUSE,HOUSE,279000.0,3.0,132.0,INSTALLED,,-1.0,True,15.0,True,253.0,346,3,,GOOD
2705,Vielsalm,HOUSE,VILLA,285000.0,4.0,174.0,,False,,,,True,946.0,1112,4,False,TO_BE_DONE_UP
2706,Wavre Limal,HOUSE,HOUSE,585000.0,3.0,390.0,INSTALLED,False,,True,39.0,True,1400.0,1685,4,False,TO_RENOVATE
2707,Rixensart,HOUSE,HOUSE,585000.0,3.0,390.0,INSTALLED,False,,True,39.0,True,1400.0,1685,4,False,TO_RENOVATE
2708,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,HOUSE,HOUSE,595000.0,5.0,203.0,HYPER_EQUIPPED,False,,True,25.0,True,200.0,366,3,False,JUST_RENOVATED
2709,Waregem,HOUSE,VILLA,695000.0,3.0,295.0,SEMI_EQUIPPED,,1.0,True,,,,1500,4,,TO_BE_DONE_UP
2710,Bassevelde,HOUSE,COUNTRY_COTTAGE,695000.0,4.0,296.0,INSTALLED,False,2.0,,,True,350.0,23417,4,False,TO_RENOVATE
2711,Woluwe-Saint-Pierre,HOUSE,HOUSE,795000.0,4.0,282.0,,False,,True,10.0,True,61.0,160,2,False,AS_NEW
2712,Molenbeek-Saint-Jean,HOUSE,APARTMENT_BLOCK,1000000.0,8.0,422.0,INSTALLED,False,,,,,,130,2,False,GOOD
2713,Uccle,HOUSE,HOUSE,1625000.0,6.0,326.0,INSTALLED,,1.0,True,40.0,True,250.0,620,3,,JUST_RENOVATED
2714,Eeklo,HOUSE,HOUSE,290000.0,4.0,195.0,USA_INSTALLED,False,,True,68.0,True,380.0,689,3,False,TO_RENOVATE
2715,Verviers,HOUSE,APARTMENT_BLOCK,299000.0,5.0,297.0,NOT_INSTALLED,False,,True,86.0,,,230,3,False,GOOD
2716,Denderleeuw,HOUSE,HOUSE,389000.0,4.0,218.0,HYPER_EQUIPPED,,,True,21.0,True,200.0,330,2,False,AS_NEW
2717,Denderleeuw,HOUSE,HOUSE,389000.0,4.0,218.0,NOT_INSTALLED,False,,True,21.0,True,200.0,320,2,False,AS_NEW
2718,Denderleeuw,HOUSE,HOUSE,446000.0,4.0,228.0,HYPER_EQUIPPED,False,,True,18.0,True,300.0,477,3,False,AS_NEW
2719,Liege,HOUSE,HOUSE,149000.0,4.0,129.0,SEMI_EQUIPPED,False,,True,27.0,True,28.0,75,2,False,TO_RENOVATE
2720,Liege,HOUSE,TOWN_HOUSE,189000.0,2.0,110.0,NOT_INSTALLED,False,,True,,True,100.0,210,2,False,TO_BE_DONE_UP
2721,Ronse,HOUSE,HOUSE,220000.0,4.0,171.0,INSTALLED,False,,,,True,33.0,182,2,False,GOOD
2722,Welkenraedt,HOUSE,HOUSE,235000.0,5.0,230.0,NOT_INSTALLED,False,,,,True,339.0,432,3,False,GOOD
2723,Ronse,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2724,Lokeren,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2725,Gooik,HOUSE,HOUSE,369000.0,3.0,180.0,SEMI_EQUIPPED,,-1.0,True,24.0,,,1150,4,,TO_BE_DONE_UP
2726,Chaumont-Gistoux,HOUSE,VILLA,385000.0,3.0,125.0,INSTALLED,False,,True,20.0,True,900.0,1043,4,False,GOOD
2727,Aywaille,HOUSE,VILLA,399000.0,3.0,148.0,USA_HYPER_EQUIPPED,False,,True,40.0,True,750.0,1278,4,True,GOOD
2728,Noorderwijk,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2729,Oud-Heverlee,HOUSE,MIXED_USE_BUILDING,425000.0,3.0,278.0,USA_HYPER_EQUIPPED,,,True,,True,300.0,457,3,False,GOOD
2730,Apach,APARTMENT,APARTMENT,316000.0,3.0,110.0,0,False,,True,21.0,,,UNKNOWN,3,False,GOOD
2731,Thonne-la-Long,APARTMENT,GROUND_FLOOR,100000.0,0.0,67.0,0,False,,,,,,UNKNOWN,,False,AS_NEW
2732,Wilrijk,APARTMENT,APARTMENT,335000.0,2.0,122.0,INSTALLED,,-1.0,True,4.0,,,UNKNOWN,2,,JUST_RENOVATED
2733,Deerlijk,HOUSE,MANSION,475000.0,5.0,600.0,INSTALLED,,-1.0,True,,,,674,2,,TO_BE_DONE_UP
2734,Verviers,HOUSE,HOUSE,150000.0,4.0,,,,-1.0,True,10.0,,,78,2,,GOOD
2735,Waregem,HOUSE,BUNGALOW,265000.0,3.0,105.0,INSTALLED,,-1.0,,,,,497,4,,GOOD
2736,BIESME,HOUSE,VILLA,475000.0,4.0,,0,,-1.0,True,,,,1170,4,True,
2737,BIESME,HOUSE,HOUSE,475000.0,4.0,,0,,-1.0,True,,,,1170,4,True,
2738,ARSIMONT,HOUSE,HOUSE,190000.0,3.0,,0,,-1.0,True,,,,460,UNKNOWN,,UNKNOWN
2739,HAM-SUR-SAMBRE,HOUSE,HOUSE,165000.0,3.0,,0,,-1.0,True,,,,0,2,,
2740,Herent,HOUSE,HOUSE,370000.0,3.0,181.0,SEMI_EQUIPPED,,-1.0,,,True,151.0,265,3,,TO_BE_DONE_UP
2741,Rebaix,HOUSE,HOUSE,650000.0,9.0,361.0,INSTALLED,,-1.0,,,True,,1837,,,GOOD
2742,Vorselaar,HOUSE,HOUSE,398000.0,5.0,230.0,,False,,,,,,1323,4,False,
2743,PONT-DE-LOUP,HOUSE,HOUSE,165000.0,2.0,96.0,SEMI_EQUIPPED,,-1.0,,,,,250,2,,
2744,Schaerbeek,APARTMENT,APARTMENT,169000.0,0.0,,,,,,,,,UNKNOWN,,,GOOD
2745,Forest,APARTMENT,APARTMENT,280000.0,1.0,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2746,Huy,HOUSE,HOUSE,115000.0,3.0,,0,,-1.0,,,,,55,2,,GOOD
2747,Sint-Laureins,HOUSE,HOUSE,180000.0,5.0,160.0,INSTALLED,False,,True,,,,400,2,False,TO_RENOVATE
2748,Mons,APARTMENT,APARTMENT,165000.0,2.0,,INSTALLED,False,,,,,,,3,,AS_NEW
2749,Kluisbergen,HOUSE,HOUSE,498000.0,4.0,204.0,0,False,,True,,,,1740,4,False,GOOD
2750,Ruien,HOUSE,HOUSE,498000.0,4.0,204.0,0,False,,True,,,,1740,4,False,GOOD
2751,Astene,HOUSE,HOUSE,409000.0,3.0,155.0,0,False,,True,,,,270,3,False,GOOD
2752,Izegem,HOUSE,HOUSE,749000.0,5.0,534.0,INSTALLED,False,,True,,,,660,2,False,AS_NEW
2753,Waasmunster,APARTMENT,APARTMENT,315000.0,3.0,130.0,0,False,,True,15.0,,,UNKNOWN,2,False,
2754,Pontpierre,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,False,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2755,Lexy,HOUSE,VILLA,470000.0,5.0,191.0,0,False,1.0,True,,,,630,,False,AS_NEW
2756,Pontpierre,APARTMENT,APARTMENT,565000.0,1.0,49.0,0,False,,True,8.0,,,UNKNOWN,,,
2757,Pontpierre,APARTMENT,APARTMENT,1050000.0,3.0,109.0,0,False,,True,6.0,,,UNKNOWN,,,
2758,Pontpierre,APARTMENT,APARTMENT,510000.0,0.0,45.0,0,False,,True,6.0,,,UNKNOWN,,,
2759,Avioth,HOUSE,APARTMENT_BLOCK,825000.0,5.0,360.0,,False,1.0,,,,,0,,False,AS_NEW
2760,Arlon,HOUSE,VILLA,640000.0,4.0,243.0,INSTALLED,,-1.0,,,True,,1131,4,,GOOD
2761,Arlon,HOUSE,HOUSE,640000.0,4.0,243.0,INSTALLED,,-1.0,,,True,,1131,4,,GOOD
2762,Melle,HOUSE,HOUSE,640000.0,4.0,250.0,INSTALLED,,-1.0,,,True,,301,3,,JUST_RENOVATED
2763,SINT-GILLIS-WAAS,HOUSE,TOWN_HOUSE,648000.0,4.0,398.0,INSTALLED,,-1.0,True,79.0,,,0,3,,AS_NEW
2764,Heist-op-den-Berg,HOUSE,VILLA,649000.0,4.0,354.0,INSTALLED,,1.0,True,38.0,True,,4770,4,,GOOD
2765,Ronse,HOUSE,HOUSE,649000.0,4.0,220.0,SEMI_EQUIPPED,,1.0,,,,,3678,4,,GOOD
2766,Woluwe-Saint-Pierre,HOUSE,HOUSE,650000.0,3.0,135.0,USA_INSTALLED,False,,True,,True,123.0,254,3,False,TO_BE_DONE_UP
2767,Wezembeek-Oppem,HOUSE,HOUSE,650000.0,4.0,160.0,HYPER_EQUIPPED,False,,True,20.0,True,300.0,530,4,False,TO_BE_DONE_UP
2768,LICHTAART,HOUSE,HOUSE,669000.0,4.0,495.0,SEMI_EQUIPPED,,-1.0,True,,True,,3681,4,,GOOD
2769,Bruxelles,HOUSE,APARTMENT_BLOCK,670000.0,5.0,234.0,USA_INSTALLED,False,,True,,True,30.0,100,2,False,TO_BE_DONE_UP
2770,Attert,HOUSE,HOUSE,670000.0,3.0,213.0,INSTALLED,,-1.0,,,True,,769,4,,GOOD
2771,Kortrijk,HOUSE,HOUSE,675000.0,4.0,269.0,INSTALLED,False,,True,27.0,True,280.0,450,2,False,GOOD
2772,Dworp,HOUSE,HOUSE,685000.0,4.0,227.0,INSTALLED,,-1.0,True,30.0,,,716,4,,GOOD
2773,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,688000.0,4.0,316.0,INSTALLED,,1.0,True,,True,,1514,4,,GOOD
2774,Rixensart,HOUSE,HOUSE,690000.0,5.0,237.0,HYPER_EQUIPPED,False,,True,85.0,True,520.0,800,2,False,GOOD
2775,Léglise Assenois,HOUSE,EXCEPTIONAL_PROPERTY,690000.0,9.0,671.0,USA_HYPER_EQUIPPED,False,,True,,,,2803,4,False,AS_NEW
2776,Auderghem,HOUSE,HOUSE,695000.0,4.0,200.0,0,,,,,,,137,2,False,GOOD
2777,Auderghem,HOUSE,MIXED_USE_BUILDING,695000.0,2.0,170.0,USA_HYPER_EQUIPPED,False,,True,,,,135,2,False,AS_NEW
2778,Dworp,HOUSE,HOUSE,695000.0,5.0,253.0,SEMI_EQUIPPED,,1.0,,,,,0,4,,TO_BE_DONE_UP
2779,Tienen,HOUSE,MIXED_USE_BUILDING,695000.0,5.0,538.0,0,,-1.0,,,True,382.0,570,2,,
2780,Tienen,HOUSE,MANSION,695000.0,5.0,538.0,0,,-1.0,,,True,382.0,570,2,,
2781,Antwerp,HOUSE,HOUSE,699000.0,3.0,265.0,USA_INSTALLED,,,True,25.0,,,79,2,,
2782,Merchtem,HOUSE,HOUSE,720000.0,3.0,217.0,INSTALLED,,-1.0,,,True,,914,4,,AS_NEW
2783,Remicourt,HOUSE,EXCEPTIONAL_PROPERTY,725000.0,5.0,240.0,INSTALLED,,1.0,True,,,,4330,4,,GOOD
2784,Kuurne,HOUSE,HOUSE,725000.0,4.0,444.0,HYPER_EQUIPPED,False,,True,,,,614,3,True,AS_NEW
2785,PUURS-SINT-AMANDS,HOUSE,HOUSE,745000.0,6.0,344.0,NOT_INSTALLED,,-1.0,,,True,,8513,4,,TO_RENOVATE
2786,Damme,HOUSE,MANSION,745000.0,3.0,349.0,0,False,,,,,,283,2,False,GOOD
2787,Heusden-Zolder,HOUSE,VILLA,749000.0,4.0,321.0,INSTALLED,,1.0,,,True,,3005,4,,GOOD
2788,Dilbeek,HOUSE,VILLA,750000.0,5.0,,INSTALLED,,1.0,True,25.0,True,2000.0,2516,4,False,JUST_RENOVATED
