,locality,type of property,subtype of property,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
9273,Gent,APARTMENT,APARTMENT,399000.0,3.0,,HYPER_EQUIPPED,False,,True,,,,,2,,AS_NEW
9274,Tongeren,HOUSE,HOUSE,304384.0,3.0,110.0,0,,,True,,,,182,2,,AS_NEW
9275,Tongeren,HOUSE,HOUSE,318558.0,3.0,110.0,0,,,True,,,,233,2,,AS_NEW
9276,Tongeren,HOUSE,HOUSE,303341.0,3.0,110.0,0,,,True,,,,179,2,,AS_NEW
9277,Tongeren,HOUSE,HOUSE,298888.0,3.0,110.0,0,,,True,,,,163,2,,AS_NEW
9278,Houthalen-Helchteren,HOUSE,EXCEPTIONAL_PROPERTY,320000.0,4.0,170.0,0,,,True,,,,1610,4,,JUST_RENOVATED
9279,Waterloo,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
9280,Waterloo,APARTMENT,APARTMENT,495000.0,2.0,104.0,INSTALLED,,,True,14.0,,,UNKNOWN,2,False,
9281,Waterloo,APARTMENT,APARTMENT,302000.0,1.0,64.0,INSTALLED,False,,True,7.0,,,UNKNOWN,2,False,
9282,Waterloo,APARTMENT,APARTMENT,311000.0,1.0,58.0,INSTALLED,False,,True,18.0,,,UNKNOWN,2,,
9283,Waterloo,APARTMENT,APARTMENT,530000.0,2.0,117.0,INSTALLED,False,,True,15.0,,,UNKNOWN,2,False,
9284,Denderleeuw,HOUSE,HOUSE,309000.0,3.0,126.0,HYPER_EQUIPPED,,,True,,,,651,2,,GOOD
9285,Mortsel,APARTMENT,APARTMENT,245000.0,2.0,82.0,SEMI_EQUIPPED,,-1.0,,,,,,2,,GOOD
9286,Beveren Haasdonk,HOUSE,HOUSE,445000.0,3.0,197.0,USA_HYPER_EQUIPPED,False,,True,25.0,True,136.0,316,3,False,AS_NEW
9287,Beveren,HOUSE,HOUSE,365000.0,3.0,170.0,USA_HYPER_EQUIPPED,False,,True,25.0,True,135.0,301,3,False,JUST_RENOVATED
9288,Antwerp,APARTMENT,APARTMENT,205000.0,2.0,89.0,0,,,True,5.0,,,,2,False,
9289,Antwerp,APARTMENT,APARTMENT,249000.0,2.0,75.0,0,,,,,,,,2,False,GOOD
9290,Londerzeel,HOUSE,VILLA,465000.0,4.0,300.0,HYPER_EQUIPPED,,,True,56.0,True,80.0,543,4,,AS_NEW
9291,Knokke-Heist,HOUSE,VILLA,975000.0,3.0,248.0,USA_HYPER_EQUIPPED,False,,True,,,,614,4,,AS_NEW
9292,Brugge,HOUSE,HOUSE,429000.0,4.0,,0,,,True,,,,0,2,,GOOD
9293,Brugge,HOUSE,HOUSE,269000.0,2.0,107.0,0,,,True,,,,52,3,,GOOD
9294,Trooz,HOUSE,MIXED_USE_BUILDING,229000.0,3.0,180.0,NOT_INSTALLED,False,,True,25.0,,,140,2,False,TO_RENOVATE
9295,Schelle,HOUSE,HOUSE,745000.0,5.0,340.0,HYPER_EQUIPPED,,,True,,,,521,4,,AS_NEW
9296,Schelle,HOUSE,MIXED_USE_BUILDING,745000.0,5.0,340.0,HYPER_EQUIPPED,,,True,,,,521,4,,AS_NEW
9297,Niel,APARTMENT,APARTMENT,335000.0,2.0,100.0,USA_HYPER_EQUIPPED,,,True,,,,UNKNOWN,,,AS_NEW
9298,Roosdaal,HOUSE,HOUSE,437806.0,3.0,152.0,HYPER_EQUIPPED,False,,True,,,,269,3,,
9299,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,398000.0,2.0,87.0,HYPER_EQUIPPED,False,,True,7.0,,,UNKNOWN,2,False,JUST_RENOVATED
9300,Avelgem,HOUSE,HOUSE,185000.0,2.0,,INSTALLED,,1.0,,,,,240,2,,GOOD
9301,Sint-Lievens-Houtem,HOUSE,HOUSE,185000.0,3.0,125.0,INSTALLED,False,,True,25.0,True,,290,2,False,TO_BE_DONE_UP
9302,Hannut,HOUSE,HOUSE,189000.0,4.0,303.0,SEMI_EQUIPPED,False,,True,70.0,True,356.0,511,4,False,TO_RENOVATE
9303,Verviers,HOUSE,HOUSE,189000.0,3.0,146.0,SEMI_EQUIPPED,False,,True,24.0,True,397.0,535,2,False,GOOD
9304,Rochefort,HOUSE,HOUSE,189000.0,1.0,55.0,SEMI_EQUIPPED,True,,True,,True,594.0,594,4,False,GOOD
9305,Menen,HOUSE,HOUSE,189000.0,2.0,202.0,SEMI_EQUIPPED,False,,True,,,,90,2,False,GOOD
9306,Roux,HOUSE,HOUSE,189900.0,4.0,184.0,SEMI_EQUIPPED,False,,,,True,480.0,580,3,False,GOOD
9307,Blankenberge,HOUSE,HOUSE,190000.0,3.0,169.0,INSTALLED,False,,True,,,,103,2,False,GOOD
9308,Ichtegem,HOUSE,HOUSE,190000.0,2.0,116.0,INSTALLED,False,,True,,True,,183,4,False,GOOD
9309,Kortrijk,HOUSE,HOUSE,190000.0,4.0,127.0,SEMI_EQUIPPED,False,,,,,,56,2,False,TO_BE_DONE_UP
9310,Ieper,HOUSE,HOUSE,190000.0,3.0,129.0,INSTALLED,False,,,,True,,230,2,False,TO_BE_DONE_UP
9311,Zwalm,HOUSE,HOUSE,195000.0,4.0,200.0,SEMI_EQUIPPED,False,,True,,True,,1287,4,False,TO_RENOVATE
9312,Eeklo,HOUSE,HOUSE,195000.0,5.0,200.0,SEMI_EQUIPPED,False,,,,True,,88,2,False,TO_BE_DONE_UP
9313,MOULBAIX,HOUSE,HOUSE,197500.0,5.0,210.0,0,,-1.0,,,,,310,,,GOOD
9314,Waregem,HOUSE,HOUSE,198000.0,1.0,90.0,0,,-1.0,,,,,90,3,,GOOD
9315,Courcelles,HOUSE,HOUSE,199000.0,2.0,110.0,INSTALLED,,,True,,True,210.0,385,3,,JUST_RENOVATED
9316,Sint-Lievens-Houtem,HOUSE,HOUSE,199000.0,2.0,168.0,SEMI_EQUIPPED,False,,True,,True,,418,3,False,TO_BE_DONE_UP
9317,Charleroi,HOUSE,HOUSE,199900.0,4.0,229.0,SEMI_EQUIPPED,False,,,,True,100.0,200,2,False,TO_BE_DONE_UP
9318,Chapelle-lez-Herlaimont,HOUSE,VILLA,199900.0,3.0,104.0,INSTALLED,False,,,,True,800.0,906,4,False,TO_RESTORE
9319,Chapelle-lez-Herlaimont Godarville,HOUSE,VILLA,199900.0,3.0,104.0,SEMI_EQUIPPED,False,,,,True,800.0,906,4,False,TO_RESTORE
9320,La Louvière Houdeng-Goegnies,HOUSE,MIXED_USE_BUILDING,200000.0,2.0,200.0,SEMI_EQUIPPED,False,,True,15.0,,,110,2,False,TO_BE_DONE_UP
9321,Couthuin,HOUSE,HOUSE,205000.0,2.0,115.0,SEMI_EQUIPPED,,-1.0,,,,,1347,4,,TO_RENOVATE
9322,Andenne,HOUSE,HOUSE,205000.0,4.0,112.0,INSTALLED,,-1.0,,,True,,125,2,,AS_NEW
9323,Tintigny Rossignol,HOUSE,HOUSE,205000.0,3.0,112.0,INSTALLED,False,,True,10.0,,,280,4,False,GOOD
9324,Heure-le-romain,HOUSE,HOUSE,210000.0,3.0,96.0,,,,True,25.0,True,487.0,556,3,False,TO_RENOVATE
9325,Harzé,HOUSE,HOUSE,210000.0,2.0,147.0,INSTALLED,False,,True,15.0,,,180,2,False,GOOD
9326,Arlon,HOUSE,HOUSE,210000.0,3.0,160.0,NOT_INSTALLED,,-1.0,,,True,,288,3,,TO_RENOVATE
9327,LONGLIER,HOUSE,HOUSE,210000.0,6.0,327.0,NOT_INSTALLED,,-1.0,,,True,,367,4,,TO_RENOVATE
9328,Liège,HOUSE,HOUSE,215000.0,2.0,83.0,HYPER_EQUIPPED,False,,True,44.0,,,204,4,False,AS_NEW
9329,Langemark,HOUSE,HOUSE,215000.0,2.0,118.0,HYPER_EQUIPPED,False,,,,True,,397,2,False,AS_NEW
9330,Ieper,APARTMENT,APARTMENT,298500.0,2.0,100.0,0,,,True,62.0,,,UNKNOWN,,False,
9331,Kortrijk,HOUSE,HOUSE,331000.0,3.0,136.0,0,,,True,42.0,,,110,UNKNOWN,False,UNKNOWN
9332,Kortrijk,HOUSE,HOUSE,330800.0,3.0,140.0,0,,,True,46.0,,,115,UNKNOWN,False,UNKNOWN
9333,Kortrijk,HOUSE,HOUSE,334200.0,3.0,145.0,0,,,True,46.0,,,119,UNKNOWN,False,UNKNOWN
9334,Zwevegem,HOUSE,HOUSE,249660.0,2.0,107.0,0,,,,,,,179,,False,
9335,Kapellen,APARTMENT,APARTMENT,289000.0,3.0,125.0,,,,True,55.0,True,,,,False,
9336,Beernem,HOUSE,HOUSE,484200.0,3.0,125.0,0,False,,,,,,238,,False,
9337,Knokke-Heist,APARTMENT,APARTMENT,1995000.0,4.0,141.0,HYPER_EQUIPPED,,,True,,,,,3,False,JUST_RENOVATED
9338,Knokke-Zoute,APARTMENT,APARTMENT,1245000.0,3.0,102.0,HYPER_EQUIPPED,,,,,True,,,2,False,AS_NEW
9339,Sint-Truiden,HOUSE,HOUSE,245000.0,4.0,177.0,INSTALLED,,,,,True,,327,,False,AS_NEW
9340,Sint-Truiden,HOUSE,HOUSE,625000.0,4.0,336.0,INSTALLED,,,,,True,,0,,False,AS_NEW
9341,Puurs-Sint-Amands,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
9342,Staden,HOUSE,HOUSE,279000.0,2.0,124.0,INSTALLED,False,,,,,,580,,False,GOOD
9343,Aalst,HOUSE,HOUSE,339000.0,3.0,288.0,INSTALLED,False,,True,17.0,,,150,,False,AS_NEW
9344,Aalst,APARTMENT,APARTMENT,349000.0,2.0,95.0,INSTALLED,False,,True,6.0,True,,,,False,AS_NEW
9345,Knokke,APARTMENT,APARTMENT,795000.0,3.0,,0,True,,True,,,,,,False,JUST_RENOVATED
9346,Wevelgem,HOUSE,HOUSE,275000.0,3.0,130.0,INSTALLED,False,,True,20.0,True,,296,,False,JUST_RENOVATED
9347,Waregem,APARTMENT,APARTMENT,269000.0,3.0,,0,False,,,,,,UNKNOWN,,False,JUST_RENOVATED
9348,Roksem,HOUSE,HOUSE,249000.0,4.0,158.0,0,False,,,,,,958,3,False,GOOD
9349,Deerlijk,APARTMENT,APARTMENT,185000.0,1.0,62.0,0,True,,,,,,UNKNOWN,3,False,GOOD
9350,Tielt-Winge,HOUSE,HOUSE,225000.0,3.0,150.0,,False,,,,,,441,4,False,TO_RENOVATE
9351,Kortrijk,HOUSE,HOUSE,425000.0,5.0,303.0,0,False,,True,,,,415,2,False,TO_RENOVATE
9352,Nieuwpoort,APARTMENT,APARTMENT,339000.0,2.0,65.0,,False,,True,4.0,,,,,False,AS_NEW
9353,Kessel,HOUSE,HOUSE,250000.0,3.0,178.0,0,,,True,,True,,520,,False,TO_BE_DONE_UP
9354,Berlaar,HOUSE,HOUSE,242000.0,3.0,,,,,,,True,,287,,False,
9355,Schoten,APARTMENT,APARTMENT,309000.0,2.0,110.0,INSTALLED,,,True,,,,,,False,GOOD
9356,Brugge,HOUSE,HOUSE,375000.0,2.0,,0,False,,,,True,,194,,False,
9357,Roeselare,HOUSE,HOUSE,165000.0,3.0,,,,,,,True,,141,,False,TO_BE_DONE_UP
9358,Oostnieuwkerke,HOUSE,HOUSE,210000.0,5.0,155.0,,False,,,,True,,910,,False,TO_BE_DONE_UP
9359,Oedelem,HOUSE,HOUSE,399000.0,3.0,219.0,0,,,,,True,,823,,False,AS_NEW
9360,Mons Harveng,HOUSE,BUNGALOW,380000.0,3.0,160.0,INSTALLED,False,,True,,True,770.0,1058,4,False,AS_NEW
9361,Genval,HOUSE,HOUSE,385000.0,3.0,122.0,INSTALLED,False,,True,15.0,True,60.0,132,2,,GOOD
9362,Braine-l'Alleud,HOUSE,TOWN_HOUSE,385000.0,3.0,138.0,INSTALLED,,1.0,True,20.0,True,270.0,340,3,False,AS_NEW
9363,Londerzeel,HOUSE,HOUSE,385000.0,5.0,255.0,INSTALLED,False,,True,20.0,True,180.0,360,2,False,GOOD
9364,Glabbeek,HOUSE,HOUSE,385000.0,3.0,225.0,HYPER_EQUIPPED,False,,True,,True,3900.0,4665,4,False,GOOD
9365,Hannut,HOUSE,HOUSE,385000.0,5.0,240.0,INSTALLED,,-1.0,True,,True,,320,2,,
9366,Mol,HOUSE,HOUSE,390000.0,4.0,191.0,INSTALLED,,,,,,,2399,4,,TO_RENOVATE
9367,Waudrez,HOUSE,HOUSE,390000.0,6.0,267.0,INSTALLED,,-1.0,True,,,,1039,4,,GOOD
9368,Anderlecht,HOUSE,HOUSE,395000.0,3.0,224.0,INSTALLED,False,,,,True,70.0,250,2,False,GOOD
9369,SINT-JANS-MOLENBEEK,HOUSE,HOUSE,395000.0,3.0,153.0,INSTALLED,,-1.0,,,True,,0,2,,TO_BE_DONE_UP
9370,Wavre,HOUSE,HOUSE,395000.0,4.0,150.0,HYPER_EQUIPPED,,-1.0,True,18.0,True,,856,4,,GOOD
9371,HÉVILLERS,HOUSE,BUNGALOW,395000.0,4.0,130.0,SEMI_EQUIPPED,,-1.0,True,36.0,True,,1714,4,,TO_BE_DONE_UP
9372,Grimbergen,HOUSE,HOUSE,395000.0,3.0,151.0,HYPER_EQUIPPED,,,True,24.0,True,80.0,233,2,False,AS_NEW
9373,Sprimont,HOUSE,HOUSE,395000.0,3.0,139.0,,,,True,99.0,,,1217,4,,GOOD
9374,Jambes,HOUSE,HOUSE,395000.0,4.0,160.0,USA_INSTALLED,False,,True,30.0,True,1000.0,1261,4,False,GOOD
9375,Zuienkerke,HOUSE,HOUSE,395000.0,3.0,143.0,HYPER_EQUIPPED,False,,True,,True,,172,2,False,AS_NEW
9376,Gent,HOUSE,MANSION,395000.0,5.0,180.0,USA_INSTALLED,,,,,,,96,2,False,TO_BE_DONE_UP
9377,Gent,HOUSE,HOUSE,395000.0,4.0,116.0,INSTALLED,False,,True,7.0,,,53,2,False,GOOD
9378,Ninove,HOUSE,HOUSE,395000.0,3.0,170.0,SEMI_EQUIPPED,,1.0,True,,True,,2000,4,,GOOD
9379,Deinze,HOUSE,HOUSE,398000.0,3.0,154.0,INSTALLED,,,True,32.0,,,411,3,False,AS_NEW
9380,Neder-over-Heembeek,HOUSE,HOUSE,399000.0,4.0,145.0,INSTALLED,False,,True,26.0,True,263.0,0,2,,GOOD
9381,Wemmel,HOUSE,HOUSE,399000.0,3.0,150.0,INSTALLED,,-1.0,True,15.0,,,0,3,,AS_NEW
9382,Vilvoorde,HOUSE,MIXED_USE_BUILDING,399000.0,2.0,130.0,SEMI_EQUIPPED,,1.0,True,36.0,,,120,2,,
9383,Vilvoorde,HOUSE,MIXED_USE_BUILDING,399000.0,2.0,275.0,SEMI_EQUIPPED,,-1.0,True,11.0,,,179,2,,GOOD
9384,Antwerpen,HOUSE,HOUSE,399000.0,5.0,210.0,USA_INSTALLED,,,,,True,50.0,135,2,False,AS_NEW
9385,Cornesse,HOUSE,VILLA,399000.0,4.0,137.0,,False,,True,9.0,True,1394.0,1494,4,False,GOOD
9386,SUGNY,HOUSE,HOUSE,399000.0,4.0,340.0,HYPER_EQUIPPED,,-1.0,True,100.0,True,,7736,4,,JUST_RENOVATED
9387,De Haan,HOUSE,HOUSE,399000.0,3.0,284.0,HYPER_EQUIPPED,False,,True,,True,,380,3,False,GOOD
9388,Ninove,HOUSE,HOUSE,399000.0,3.0,286.0,HYPER_EQUIPPED,False,,True,,,,955,4,,GOOD
9389,Ninove Meerbeke,HOUSE,HOUSE,399000.0,3.0,286.0,HYPER_EQUIPPED,False,,True,,,,955,4,,GOOD
9390,Blankenberge,APARTMENT,APARTMENT,283250.0,1.0,74.0,INSTALLED,,-1.0,True,6.0,,,,2,,
9391,Blankenberge,APARTMENT,APARTMENT,335750.0,2.0,80.0,INSTALLED,,-1.0,True,18.0,,,,2,,
9392,Blankenberge,APARTMENT,APARTMENT,278250.0,1.0,66.0,INSTALLED,,-1.0,True,4.0,,,,2,,
9393,Blankenberge,APARTMENT,APARTMENT,273250.0,1.0,70.0,INSTALLED,,-1.0,True,8.0,,,,2,,
9394,Blankenberge,APARTMENT,APARTMENT,348500.0,2.0,88.0,INSTALLED,,-1.0,True,9.0,,,,2,,
9395,Blankenberge,APARTMENT,APARTMENT,263250.0,1.0,67.0,INSTALLED,,-1.0,True,4.0,,,,2,,
9396,Blankenberge,APARTMENT,APARTMENT,353500.0,2.0,92.0,INSTALLED,,-1.0,True,8.0,,,,2,,
9397,Blankenberge,APARTMENT,APARTMENT,290750.0,1.0,80.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9398,Blankenberge,APARTMENT,APARTMENT,288250.0,1.0,75.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9399,Blankenberge,APARTMENT,APARTMENT,275750.0,1.0,70.0,INSTALLED,,-1.0,True,6.0,,,,2,,
9400,Blankenberge,APARTMENT,APARTMENT,280750.0,1.0,70.0,INSTALLED,,-1.0,True,6.0,,,,2,,
9401,Blankenberge,APARTMENT,APARTMENT,270750.0,1.0,74.0,INSTALLED,,-1.0,True,6.0,,,,2,,
9402,Blankenberge,APARTMENT,APARTMENT,268500.0,1.0,66.0,INSTALLED,,-1.0,True,4.0,,,,,,
9403,Blankenberge,APARTMENT,APARTMENT,333500.0,2.0,80.0,INSTALLED,,-1.0,True,15.0,,,,,,
9404,Blankenberge,APARTMENT,APARTMENT,260750.0,1.0,67.0,INSTALLED,,-1.0,True,4.0,,,,2,,
9405,Blankenberge,APARTMENT,APARTMENT,288250.0,2.0,80.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9406,Blankenberge,APARTMENT,APARTMENT,350750.0,2.0,99.0,INSTALLED,,-1.0,True,8.0,,,,2,,
9407,Blankenberge,APARTMENT,APARTMENT,315750.0,2.0,83.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9408,Blankenberge,APARTMENT,APARTMENT,345750.0,2.0,113.0,INSTALLED,,-1.0,True,6.0,,,,2,,
9409,Blankenberge,APARTMENT,APARTMENT,353250.0,2.0,113.0,INSTALLED,,-1.0,True,18.0,,,,2,,
9410,Blankenberge,APARTMENT,APARTMENT,318250.0,2.0,78.0,0,,-1.0,True,6.0,,,,,,
9411,Blankenberge,APARTMENT,APARTMENT,335750.0,2.0,83.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9412,Blankenberge,APARTMENT,APARTMENT,323250.0,2.0,80.0,0,,-1.0,True,7.0,,,,,,
9413,Blankenberge,APARTMENT,APARTMENT,328250.0,2.0,82.0,INSTALLED,,-1.0,True,8.0,,,,2,,
9414,Blankenberge,APARTMENT,APARTMENT,315750.0,2.0,78.0,0,,-1.0,True,6.0,,,,,,
9415,Blankenberge,APARTMENT,APARTMENT,320750.0,2.0,80.0,0,,-1.0,True,7.0,,,,,,
9416,Blankenberge,APARTMENT,APARTMENT,333250.0,2.0,83.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9417,Blankenberge,APARTMENT,APARTMENT,313250.0,2.0,78.0,0,,-1.0,True,6.0,,,,,,
9418,Blankenberge,APARTMENT,APARTMENT,330750.0,2.0,83.0,INSTALLED,,-1.0,True,7.0,,,,2,,
9419,Blankenberge,APARTMENT,APARTMENT,318250.0,2.0,80.0,0,,-1.0,True,7.0,,,,,,
9420,Hoboken,HOUSE,HOUSE,265000.0,3.0,174.0,SEMI_EQUIPPED,,-1.0,True,,,,139,2,,TO_BE_DONE_UP
9421,Beyne-Heusay,HOUSE,HOUSE,265000.0,5.0,125.0,NOT_INSTALLED,False,,True,20.0,True,400.0,600,3,False,TO_RENOVATE
9422,Poperinge,HOUSE,HOUSE,265000.0,3.0,131.0,HYPER_EQUIPPED,False,,True,7.0,True,,170,2,False,AS_NEW
9423,Sclayn,HOUSE,HOUSE,269000.0,4.0,238.0,SEMI_EQUIPPED,False,,True,23.0,True,272.0,505,2,False,TO_BE_DONE_UP
9424,Sclayn,HOUSE,HOUSE,269000.0,4.0,238.0,SEMI_EQUIPPED,False,,True,23.0,True,272.0,505,2,False,TO_BE_DONE_UP
9425,Kortrijk,HOUSE,HOUSE,269000.0,3.0,255.0,INSTALLED,False,,True,,True,266.0,391,2,False,GOOD
9426,Gent,HOUSE,HOUSE,269000.0,4.0,124.0,SEMI_EQUIPPED,,-1.0,,,,,51,2,,JUST_RENOVATED
9427,Courcelles,HOUSE,HOUSE,269900.0,2.0,140.0,INSTALLED,False,,True,10.0,True,1650.0,1810,3,False,GOOD
9428,Kapellen,HOUSE,HOUSE,270000.0,2.0,105.0,SEMI_EQUIPPED,,,,,True,319.0,405,3,False,TO_RENOVATE
9429,Frameries,HOUSE,HOUSE,270000.0,3.0,282.0,INSTALLED,False,,True,45.0,True,195.0,373,3,False,GOOD
9430,Heuvelland,HOUSE,HOUSE,270000.0,4.0,204.0,HYPER_EQUIPPED,False,,,,,,410,3,False,GOOD
9431,Hannut Crehen,HOUSE,HOUSE,275000.0,3.0,170.0,SEMI_EQUIPPED,False,,True,40.0,True,360.0,481,3,False,GOOD
9432,Flemalle,HOUSE,HOUSE,275000.0,5.0,234.0,NOT_INSTALLED,False,,True,24.0,True,580.0,686,2,False,GOOD
9433,Aalst,HOUSE,HOUSE,275000.0,3.0,172.0,INSTALLED,False,,,,True,60.0,273,3,False,GOOD
9434,Erpe-Mere,HOUSE,HOUSE,275000.0,4.0,150.0,INSTALLED,False,,True,20.0,True,,468,3,False,TO_BE_DONE_UP
9435,Affligem,HOUSE,HOUSE,279000.0,3.0,166.0,INSTALLED,False,,,,True,250.0,402,3,False,GOOD
9436,Tavier,HOUSE,COUNTRY_COTTAGE,279000.0,2.0,120.0,SEMI_EQUIPPED,,-1.0,True,45.0,True,600.0,745,3,,JUST_RENOVATED
9437,Blankenberge,HOUSE,HOUSE,279000.0,3.0,143.0,HYPER_EQUIPPED,False,,True,,True,,189,2,False,GOOD
9438,Izegem,HOUSE,HOUSE,279500.0,4.0,163.0,INSTALLED,False,,True,75.0,True,150.0,305,3,,AS_NEW
9439,Racour,HOUSE,HOUSE,280000.0,4.0,345.0,SEMI_EQUIPPED,False,,True,60.0,True,796.0,1000,3,False,GOOD
9440,Virton Ruette,HOUSE,HOUSE,280000.0,3.0,156.0,NOT_INSTALLED,False,,True,40.0,True,600.0,920,4,False,GOOD
9441,Buvrinnes,HOUSE,HOUSE,280000.0,3.0,280.0,INSTALLED,,-1.0,,,,,547,4,,GOOD
9442,Soignies Casteau,HOUSE,VILLA,282500.0,3.0,150.0,USA_SEMI_EQUIPPED,False,,True,25.0,True,650.0,811,3,False,GOOD
9443,Folx-les-caves,HOUSE,HOUSE,285000.0,4.0,267.0,INSTALLED,False,,True,54.0,,,299,4,False,GOOD
9444,Landen,HOUSE,HOUSE,285000.0,2.0,150.0,HYPER_EQUIPPED,False,,True,35.0,True,120.0,252,3,,JUST_RENOVATED
9445,Lincent,HOUSE,HOUSE,285000.0,3.0,113.0,SEMI_EQUIPPED,False,,True,20.0,True,772.0,887,4,False,TO_RENOVATE
9446,AMAY,HOUSE,HOUSE,289000.0,4.0,220.0,,False,,True,65.0,True,550.0,900,3,False,GOOD
9447,Blankenberge,HOUSE,HOUSE,289000.0,4.0,153.0,HYPER_EQUIPPED,False,,True,,,,70,3,False,GOOD
9448,Blankenberge,HOUSE,HOUSE,290000.0,5.0,177.0,INSTALLED,False,,True,,,,94,2,False,GOOD
9449,Ophain-Bois-Seigneur-Isaac,HOUSE,HOUSE,295000.0,2.0,130.0,NOT_INSTALLED,False,,,,True,475.0,532,4,False,TO_RENOVATE
9450,Wavre,HOUSE,MIXED_USE_BUILDING,950000.0,6.0,260.0,HYPER_EQUIPPED,,-1.0,True,40.0,True,100.0,1470,4,,AS_NEW
9451,Izegem,HOUSE_GROUP,HOUSE_GROUP,,,,0,False,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
9452,Asse,APARTMENT,APARTMENT,247500.0,2.0,106.0,SEMI_EQUIPPED,,1.0,True,10.0,,,UNKNOWN,2,,GOOD
9453,NIL-SAINT-VINCENT-SAINT-MARTIN,HOUSE,APARTMENT_BLOCK,400000.0,6.0,280.0,,,-1.0,True,25.0,True,400.0,621,3,,TO_BE_DONE_UP
9454,Forest,HOUSE,MIXED_USE_BUILDING,650000.0,4.0,270.0,SEMI_EQUIPPED,,-1.0,True,,True,50.0,170,2,,GOOD
9455,Wavre,APARTMENT,LOFT,500000.0,4.0,255.0,0,,-1.0,,,,,UNKNOWN,,,
9456,Wavre,APARTMENT,APARTMENT,500000.0,4.0,255.0,0,,-1.0,,,,,UNKNOWN,,,
9457,Forest,HOUSE,HOUSE,650000.0,4.0,270.0,SEMI_EQUIPPED,,-1.0,True,,True,50.0,170,2,,GOOD
9458,NIL-SAINT-VINCENT-SAINT-MARTIN,HOUSE,HOUSE,400000.0,6.0,280.0,,,-1.0,True,25.0,True,400.0,621,3,,TO_BE_DONE_UP
9459,WOLUWÉ-SAINT-PIERRE,APARTMENT,APARTMENT,450000.0,3.0,95.0,USA_INSTALLED,,-1.0,True,,,,UNKNOWN,,,
9460,Wavre,HOUSE,APARTMENT_BLOCK,500000.0,4.0,255.0,0,,-1.0,,,,,3000,UNKNOWN,,UNKNOWN
9461,Wavre,HOUSE,APARTMENT_BLOCK,750000.0,5.0,320.0,0,,-1.0,True,11.0,,,430,3,,
9462,Wavre,HOUSE,VILLA,500000.0,5.0,145.0,HYPER_EQUIPPED,,1.0,True,25.0,True,650.0,858,4,,AS_NEW
9463,WÉPION,HOUSE,VILLA,380000.0,3.0,160.0,HYPER_EQUIPPED,,-1.0,True,100.0,True,800.0,1880,4,,GOOD
9464,Wavre,HOUSE,APARTMENT_BLOCK,525000.0,3.0,157.0,,,-1.0,True,6.0,,,0,2,,TO_BE_DONE_UP
9465,Châtelet,HOUSE,HOUSE,190000.0,3.0,160.0,INSTALLED,,-1.0,True,23.0,True,135.0,220,2,,GOOD
9466,BOUFFIOULX,HOUSE,HOUSE,330000.0,6.0,270.0,HYPER_EQUIPPED,,-1.0,True,15.0,True,410.0,560,3,,GOOD
9467,Châtelet,HOUSE,VILLA,175000.0,5.0,235.0,SEMI_EQUIPPED,,-1.0,True,,True,300.0,300,2,,TO_RENOVATE
9468,MORNIMONT,HOUSE,HOUSE,320000.0,3.0,146.0,INSTALLED,,1.0,True,,True,,528,4,,GOOD
9469,Gent,HOUSE,HOUSE,458000.0,4.0,163.0,INSTALLED,,-1.0,True,,,,172,2,,
9470,Gent,HOUSE,HOUSE,369000.0,3.0,148.0,INSTALLED,,-1.0,True,,True,,232,2,,
9471,Oudenaarde,HOUSE,HOUSE,596000.0,3.0,175.0,INSTALLED,,-1.0,True,,,,1170,4,True,
9472,Putte,HOUSE,HOUSE,599000.0,5.0,170.0,INSTALLED,,-1.0,,,,,416,,,GOOD
9473,Bruxelles,APARTMENT,APARTMENT,645000.0,3.0,180.0,HYPER_EQUIPPED,False,,True,,,,UNKNOWN,2,False,TO_BE_DONE_UP
9474,Zwevegem,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
9475,Sint-Truiden,HOUSE,CASTLE,1650000.0,0.0,,0,,,,,,,37000,4,,TO_RENOVATE
9476,Sint-Andries,HOUSE,HOUSE,399000.0,3.0,136.0,INSTALLED,False,,,,True,,344,3,False,GOOD
9477,Grimbergen,APARTMENT,APARTMENT,895000.0,5.0,433.0,0,,,True,,,,UNKNOWN,,,TO_BE_DONE_UP
9478,Antwerp,APARTMENT,APARTMENT,135000.0,1.0,81.0,SEMI_EQUIPPED,,-1.0,,,,,UNKNOWN,2,,TO_RENOVATE
