,Unnamed: 0,url,region,province,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
0,0,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1020/10289295,Brussels,Brussels,Bruxelles,HOUSE,HOUSE,499000.0,4.0,155.0,HYPER_EQUIPPED,0,0,1,28.0,1,75.0,210,2,0,GOOD
1,1,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10590846,Flanders,Flemish Brabant,Wezembeek-Oppem,HOUSE,HOUSE,499000.0,3.0,135.0,INSTALLED,0,0,1,15.0,1,275.0,559,3,0,TO_BE_DONE_UP
2,2,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10310821,Flanders,East Flanders,Gent,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
3,3,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10199441,Flanders,East Flanders,Gent,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
4,4,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10567511,Brussels,Brussels,Watermael-Boitsfort,HOUSE,HOUSE,499500.0,3.0,138.0,USA_INSTALLED,0,0,1,20.0,1,50.0,100,2,0,GOOD
5,5,https://www.immoweb.be/en/classified/villa/for-sale/rixensart%20genval/1332/10502393,Wallonie,Walloon Brabant,Rixensart Genval,HOUSE,VILLA,500000.0,5.0,265.0,SEMI_EQUIPPED,0,0,1,76.0,1,457.0,857,4,0,TO_RENOVATE
6,6,https://www.immoweb.be/en/classified/villa/for-sale/bertem/3061/10639853,Flanders,Flemish Brabant,Bertem,HOUSE,VILLA,510000.0,3.0,168.0,HYPER_EQUIPPED,0,1,1,24.0,1,550.0,702,4,0,GOOD
7,7,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/stekene/9190/10139789,Flanders,East Flanders,Stekene,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
8,8,https://www.immoweb.be/en/classified/villa/for-sale/rixensart%20genval/1332/10626266,Wallonie,Walloon Brabant,Rixensart Genval,HOUSE,VILLA,515000.0,4.0,176.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,362,4,0,GOOD
9,9,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bierbeek/3360/10439968,Flanders,Flemish Brabant,Bierbeek,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
10,10,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/tielt-winge/3390/10582525,Flanders,Flemish Brabant,Tielt-Winge,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
11,11,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/herstal/4040/10569847,Wallonie,Liège,Herstal,HOUSE,MIXED_USE_BUILDING,515000.0,3.0,136.0,NOT_INSTALLED,0,0,1,14.0,0,0.0,2209,3,0,TO_BE_DONE_UP
12,12,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/assesse/5330/10466081,Wallonie,Namur,Assesse,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
13,13,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/petit-roeulx-lez-nivelles/7181/9414230,Wallonie,Hainaut,PETIT-ROEULX-LEZ-NIVELLES,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
14,14,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10310822,Flanders,East Flanders,Gent,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
15,15,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/10215952,Flanders,East Flanders,Gent,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
16,16,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/zaventem/1930/10533895,Flanders,Flemish Brabant,Zaventem,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
17,17,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/9897905,Brussels,Brussels,Laeken,HOUSE,HOUSE,525000.0,4.0,167.0,INSTALLED,0,0,1,5.0,1,70.0,178,2,0,GOOD
18,18,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/10613557,Brussels,Brussels,Anderlecht,HOUSE,APARTMENT_BLOCK,525000.0,3.0,240.0,INSTALLED,0,0,1,26.0,1,28.0,131,2,0,GOOD
19,19,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ronse/9600/10648910,Flanders,East Flanders,Ronse,HOUSE,EXCEPTIONAL_PROPERTY,525000.0,4.0,196.0,HYPER_EQUIPPED,0,0,1,40.0,1,5260.0,195,4,0,GOOD
20,20,https://www.immoweb.be/en/classified/bungalow/for-sale/wetteren/9230/10548531,Flanders,East Flanders,Wetteren,HOUSE,BUNGALOW,529000.0,3.0,198.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,627,4,0,AS_NEW
21,21,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/10616826,Brussels,Brussels,Saint-Josse-ten-Noode,HOUSE,APARTMENT_BLOCK,530000.0,3.0,250.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,110,2,0,TO_BE_DONE_UP
22,22,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/hamme/9220/10624554,Flanders,East Flanders,Hamme,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
23,23,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/10340869,Brussels,Brussels,Laeken,HOUSE,HOUSE,549000.0,4.0,205.0,INSTALLED,0,0,1,6.0,1,75.0,210,2,0,TO_RENOVATE
24,24,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/humbeek/1851/10502712,Flanders,Flemish Brabant,Humbeek,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
25,25,https://www.immoweb.be/en/classified/house/for-sale/corroy-le-grand/1325/10453688,Wallonie,Walloon Brabant,CORROY-LE-GRAND,HOUSE,HOUSE,550000.0,6.0,205.0,USA_HYPER_EQUIPPED,0,1,1,60.0,1,310.0,556,3,0,AS_NEW
26,26,https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/10519911,Wallonie,Walloon Brabant,Rixensart,HOUSE,VILLA,550000.0,4.0,170.0,INSTALLED,0,0,1,45.0,1,1659.0,1756,4,0,GOOD
27,27,https://www.immoweb.be/en/classified/house/for-sale/embourg/4053/10528179,Wallonie,Liège,Embourg,HOUSE,HOUSE,559000.0,4.0,220.0,INSTALLED,0,1,1,20.0,1,1535.0,1535,4,0,GOOD
28,28,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/antwerp/2018/9697356,Flanders,Antwerp,Antwerp,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
29,29,https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/10479021,Flanders,Flemish Brabant,Grimbergen,HOUSE,HOUSE,575000.0,4.0,230.0,INSTALLED,0,1,1,23.0,1,160.0,382,3,0,AS_NEW
30,30,https://www.immoweb.be/en/classified/apartment/for-sale/trazegnies/6183/10681715,Wallonie,Hainaut,Trazegnies,APARTMENT,APARTMENT,170000.0,2.0,54.0,INSTALLED,0,0,1,25.0,0,0.0,UNKNOWN,3,0,GOOD
31,31,https://www.immoweb.be/en/classified/duplex/for-sale/courcelles/6180/10681714,Wallonie,Hainaut,Courcelles,APARTMENT,DUPLEX,145000.0,2.0,86.0,INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,4,0,GOOD
32,32,https://www.immoweb.be/en/classified/house/for-sale/forchies-la-marche/6141/10681712,Wallonie,Hainaut,Forchies-la-Marche,HOUSE,HOUSE,169999.0,4.0,120.0,INSTALLED,0,0,1,0.0,1,360.0,360,2,0,GOOD
33,33,https://www.immoweb.be/en/classified/house/for-sale/la%20louviere/7100/10681710,Wallonie,Hainaut,La Louviere,HOUSE,HOUSE,799000.0,6.0,281.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,8921,4,0,TO_RENOVATE
34,34,https://www.immoweb.be/en/classified/house/for-sale/la%20louviere/7100/10681709,Wallonie,Hainaut,La Louviere,HOUSE,HOUSE,699000.0,6.0,281.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,4700,4,0,TO_RENOVATE
35,35,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/10681708,Wallonie,Hainaut,Merbes-le-Chateau,HOUSE,HOUSE,269999.0,3.0,218.0,INSTALLED,0,0,1,0.0,1,988.0,109,3,0,GOOD
36,36,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/10681707,Brussels,Brussels,Forest,HOUSE,APARTMENT_BLOCK,349999.0,2.0,133.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,70,2,0,GOOD
37,37,https://www.immoweb.be/en/classified/apartment-block/for-sale/marchienne-au-pont/6030/10681706,Wallonie,Hainaut,Marchienne-au-Pont,HOUSE,APARTMENT_BLOCK,289999.0,5.0,191.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,80,2,0,TO_RESTORE
38,38,https://www.immoweb.be/en/classified/bungalow/for-sale/tellin/6927/10681705,Wallonie,Luxembourg,Tellin,HOUSE,BUNGALOW,105000.0,2.0,40.0,SEMI_EQUIPPED,1,0,1,15.0,1,320.0,320,4,0,GOOD
39,39,https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/10681704,Wallonie,Namur,Beauraing,HOUSE,HOUSE,183000.0,2.0,121.0,SEMI_EQUIPPED,0,0,1,10.0,1,598.0,598,2,0,TO_BE_DONE_UP
40,40,https://www.immoweb.be/en/classified/house/for-sale/tellin/6927/10681703,Wallonie,Luxembourg,Tellin,HOUSE,HOUSE,159000.0,4.0,200.0,NOT_INSTALLED,0,0,0,0.0,1,689.0,689,2,0,TO_RESTORE
41,41,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/10681702,Wallonie,Liège,Liege,HOUSE,HOUSE,145000.0,3.0,123.0,NOT_INSTALLED,0,0,0,0.0,1,28.0,93,2,0,TO_RENOVATE
42,42,https://www.immoweb.be/en/classified/house/for-sale/charleroi%20gosselies/6041/10681700,Wallonie,Hainaut,Charleroi Gosselies,HOUSE,HOUSE,155000.0,2.0,100.0,INSTALLED,0,0,1,0.0,0,0.0,330,2,0,GOOD
43,43,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6041/10681699,Wallonie,Hainaut,Charleroi,HOUSE,HOUSE,165000.0,2.0,120.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,240,3,0,TO_BE_DONE_UP
44,44,https://www.immoweb.be/en/classified/villa/for-sale/zemst%20weerde/1982/10681698,Flanders,Flemish Brabant,Zemst Weerde,HOUSE,VILLA,550000.0,4.0,207.7073648685428,INSTALLED,0,0,1,0.0,1,1000.0,0,4,0,GOOD
45,45,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/10681697,Wallonie,Liège,Liege,HOUSE,HOUSE,149000.0,4.0,137.0,INSTALLED,1,0,1,25.0,0,0.0,110,2,0,GOOD
46,46,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/10681696,Wallonie,Liège,Seraing,HOUSE,HOUSE,129000.0,3.0,126.0,NOT_INSTALLED,0,0,1,58.0,1,235.0,330,3,0,TO_RENOVATE
47,47,https://www.immoweb.be/en/classified/bungalow/for-sale/grace-hollogne/4460/10681681,Wallonie,Liège,Grace-Hollogne,HOUSE,BUNGALOW,299000.0,3.0,207.7073648685428,INSTALLED,0,0,1,70.0,1,30.0,0,4,0,AS_NEW
48,48,https://www.immoweb.be/en/classified/villa/for-sale/keerbergen/3140/10681680,Flanders,Flemish Brabant,Keerbergen,HOUSE,VILLA,1149500.0,3.0,326.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,2865,4,1,AS_NEW
49,49,https://www.immoweb.be/en/classified/apartment/for-sale/assebroek/8310/10681679,Flanders,West Flanders,Assebroek,APARTMENT,APARTMENT,345000.0,2.0,90.0,HYPER_EQUIPPED,0,0,1,20.0,0,0.0,,2,0,AS_NEW
50,50,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/10681672,Brussels,Brussels,Ixelles,HOUSE,APARTMENT_BLOCK,750000.0,4.0,260.0,NOT_INSTALLED,0,0,1,8.0,0,0.0,53,2,0,TO_RENOVATE
51,51,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10681671,Flanders,East Flanders,Lebbeke,HOUSE,HOUSE,275000.0,4.0,124.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,35,2,0,GOOD
52,52,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ixelles/1050/10681669,Brussels,Brussels,Ixelles,HOUSE,MIXED_USE_BUILDING,898000.0,4.0,450.0,INSTALLED,0,0,1,0.0,1,15.0,105,3,0,TO_BE_DONE_UP
53,53,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/10681668,Flanders,West Flanders,Koekelare,HOUSE,HOUSE,315000.0,4.0,158.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,533,4,0,GOOD
54,54,https://www.immoweb.be/en/classified/farmhouse/for-sale/soiron/4860/10681663,Wallonie,Liège,Soiron,HOUSE,FARMHOUSE,549000.0,3.0,532.0,INSTALLED,0,0,1,0.0,0,0.0,9820,4,0,TO_RENOVATE
55,55,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10681662,Flanders,West Flanders,Kortrijk,HOUSE,HOUSE,250000.0,3.0,91.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,30,2,0,JUST_RENOVATED
56,56,https://www.immoweb.be/en/classified/other-property/for-sale/jambes/5100/10641617,Wallonie,Namur,Jambes,HOUSE,OTHER_PROPERTY,550000.0,5.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,452,3,0,GOOD
57,57,https://www.immoweb.be/en/classified/house/for-sale/ath/7800/10681658,Wallonie,Hainaut,Ath,HOUSE,HOUSE,373391.0,3.0,184.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,904,4,0,AS_NEW
58,58,https://www.immoweb.be/en/classified/house/for-sale/lessines%20boisde-lessines/7866/10681657,Wallonie,Hainaut,Lessines Boisde-Lessines,HOUSE,HOUSE,354391.0,3.0,184.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,3200,4,0,AS_NEW
59,59,https://www.immoweb.be/en/classified/house/for-sale/estaimpuis%20n%C3%A9chin/7730/10681656,Wallonie,Hainaut,Estaimpuis Néchin,HOUSE,HOUSE,354391.0,3.0,184.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,825,4,0,AS_NEW
60,60,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/huldenberg/3040/10666828,Flanders,Flemish Brabant,Huldenberg,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
61,61,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/10666139,Wallonie,Walloon Brabant,Lasne,HOUSE,VILLA,995000.0,6.0,300.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,14631,4,0,TO_RESTORE
62,62,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10673206,Flanders,Antwerp,Mechelen,HOUSE,HOUSE,513000.0,3.0,160.0,HYPER_EQUIPPED,0,0,1,0.0,1,600.0,699,3,0,AS_NEW
63,63,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10680520,Flanders,East Flanders,Wetteren,HOUSE,HOUSE,250000.0,3.0,178.0,SEMI_EQUIPPED,0,0,1,25.0,1,574.0,729,2,0,TO_RENOVATE
64,64,https://www.immoweb.be/en/classified/house/for-sale/sombreffe/5140/10680203,Wallonie,Namur,Sombreffe,HOUSE,HOUSE,275000.0,3.0,120.0,SEMI_EQUIPPED,0,0,1,36.0,1,220.0,335,3,0,GOOD
65,65,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10665484,Flanders,East Flanders,Geraardsbergen,HOUSE,HOUSE,240000.0,3.0,125.0,INSTALLED,0,0,0,0.0,0,0.0,58,2,0,JUST_RENOVATED
66,66,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10664236,Brussels,Brussels,Bruxelles,HOUSE,HOUSE,550000.0,5.0,265.0,INSTALLED,0,0,0,0.0,0,0.0,110,2,0,TO_BE_DONE_UP
67,67,https://www.immoweb.be/en/classified/mansion/for-sale/ninove/9400/10663833,Flanders,East Flanders,Ninove,HOUSE,MANSION,615000.0,5.0,450.0,INSTALLED,0,0,1,0.0,1,1100.0,1260,4,0,GOOD
68,68,https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/10672578,Flanders,Flemish Brabant,Linkebeek,HOUSE,HOUSE,495000.0,3.0,161.0,INSTALLED,0,0,1,0.0,0,0.0,303,3,0,GOOD
69,69,https://www.immoweb.be/en/classified/town-house/for-sale/vilvoorde/1800/10676543,Flanders,Flemish Brabant,Vilvoorde,HOUSE,TOWN_HOUSE,339000.0,2.0,132.0,NOT_INSTALLED,0,0,1,44.0,1,72.0,165,2,0,TO_BE_DONE_UP
70,70,https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/10676544,Flanders,Flemish Brabant,Zaventem,HOUSE,HOUSE,345000.0,3.0,115.0,SEMI_EQUIPPED,0,0,1,24.0,1,125.0,238,3,0,TO_BE_DONE_UP
71,71,https://www.immoweb.be/en/classified/house/for-sale/aywaille/4920/10681355,Wallonie,Liège,Aywaille,HOUSE,HOUSE,265000.0,3.0,281.0,INSTALLED,0,0,1,0.0,0,0.0,690,3,0,TO_RENOVATE
72,72,https://www.immoweb.be/en/classified/bungalow/for-sale/sprimont/4140/10681263,Wallonie,Liège,Sprimont,HOUSE,BUNGALOW,425000.0,4.0,220.0,USA_HYPER_EQUIPPED,0,0,1,49.0,1,1500.0,2200,4,0,GOOD
73,73,https://www.immoweb.be/en/classified/house/for-sale/merendree/9850/10669126,Flanders,East Flanders,Merendree,HOUSE,HOUSE,435000.0,4.0,165.0,USA_HYPER_EQUIPPED,0,0,1,25.0,1,110.0,196,3,0,AS_NEW
74,74,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10681382,Brussels,Brussels,Etterbeek,HOUSE,HOUSE,575000.0,4.0,145.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,50,3,0,GOOD
75,75,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/10660142,Flanders,East Flanders,Lede,HOUSE,HOUSE,219000.0,3.0,170.0,INSTALLED,0,0,1,0.0,1,450.0,564,3,0,TO_BE_DONE_UP
76,76,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10660214,Flanders,East Flanders,Gent,HOUSE,HOUSE,272000.0,3.0,119.0,USA_INSTALLED,0,0,0,0.0,0,0.0,55,2,0,GOOD
77,77,https://www.immoweb.be/en/classified/house/for-sale/russeignies/7750/10660333,Wallonie,Hainaut,Russeignies,HOUSE,HOUSE,275000.0,5.0,172.0,INSTALLED,0,0,1,80.0,1,210.0,818,4,0,GOOD
78,78,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/waregem/8790/10662670,Flanders,West Flanders,Waregem,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
79,79,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent%20mariakerke/9030/10660235,Flanders,East Flanders,Gent Mariakerke,HOUSE_GROUP,HOUSE_GROUP,,0.0,207.7073648685428,NOT_INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,1,0,
80,80,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10659704,Flanders,East Flanders,Dendermonde,HOUSE,HOUSE,599000.0,4.0,378.0,INSTALLED,0,0,0,0.0,1,0.0,571,3,0,TO_BE_DONE_UP
81,81,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/10493036,Flanders,West Flanders,Knokke-Heist,HOUSE,HOUSE,1250000.0,5.0,182.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,145,2,0,GOOD
82,82,https://www.immoweb.be/en/classified/house/for-sale/libin/6890/10657263,Wallonie,Luxembourg,Libin,HOUSE,HOUSE,299900.0,3.0,124.0,NOT_INSTALLED,0,0,1,8.0,1,257.0,320,3,0,AS_NEW
83,83,https://www.immoweb.be/en/classified/house/for-sale/asse%20zellik/1731/10671473,Flanders,Flemish Brabant,Asse Zellik,HOUSE,HOUSE,485000.0,6.0,290.0,HYPER_EQUIPPED,0,0,1,0.0,1,701.0,701,2,0,TO_BE_DONE_UP
84,84,https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/10671527,Flanders,Flemish Brabant,Drogenbos,HOUSE,HOUSE,495000.0,3.0,161.0,INSTALLED,0,0,1,0.0,0,0.0,303,3,0,GOOD
85,85,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/10672355,Brussels,Brussels,Auderghem,HOUSE,HOUSE,549000.0,5.0,200.0,INSTALLED,0,0,1,18.0,0,0.0,94,3,0,GOOD
86,86,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10671672,Brussels,Brussels,Woluwe-Saint-Pierre,HOUSE,HOUSE,795000.0,4.0,185.0,HYPER_EQUIPPED,0,0,1,0.0,1,300.0,392,3,0,GOOD
87,87,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10673633,Brussels,Brussels,Etterbeek,HOUSE,HOUSE,1295000.0,6.0,400.0,INSTALLED,0,0,1,15.0,1,0.0,380,2,0,GOOD
88,88,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/10680390,Flanders,West Flanders,Harelbeke,HOUSE,HOUSE,339000.0,3.0,160.0,INSTALLED,0,0,1,0.0,0,0.0,359,3,0,GOOD
89,89,https://www.immoweb.be/en/classified/villa/for-sale/binche/7130/10679928,Wallonie,Hainaut,Binche,HOUSE,VILLA,795000.0,6.0,460.0,INSTALLED,0,1,0,0.0,1,0.0,12530,4,0,GOOD
90,90,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10682633,Brussels,Brussels,Jette,APARTMENT,APARTMENT,170000.0,1.0,76.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,UNKNOWN,1,0,GOOD
91,91,https://www.immoweb.be/en/classified/house/for-sale/vresse-sur-semois/5550/10682631,Wallonie,Namur,Vresse-sur-Semois,HOUSE,HOUSE,225000.0,3.0,311.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,2479,3,0,TO_BE_DONE_UP
92,92,https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-lambert/1200/10682628,Brussels,Brussels,Woluwe-Saint-Lambert,HOUSE,APARTMENT_BLOCK,990000.0,6.0,363.0,INSTALLED,0,0,1,16.0,0,0.0,0,2,0,
93,93,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles%2021/1210/10682626,Brussels,Brussels,Bruxelles 21,APARTMENT,APARTMENT,220000.0,2.0,68.0,INSTALLED,0,0,0,0.0,0,0.0,UNKNOWN,4,0,
94,94,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2018/10319204,Flanders,Antwerp,Antwerpen,APARTMENT,PENTHOUSE,695000.0,3.0,125.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,UNKNOWN,3,0,JUST_RENOVATED
95,95,https://www.immoweb.be/en/classified/house/for-sale/celles/7760/10502998,Wallonie,Hainaut,Celles,HOUSE,HOUSE,239000.0,4.0,162.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,245,2,0,GOOD
96,96,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/10682622,Flanders,Antwerp,Antwerpen,APARTMENT,APARTMENT,180000.0,1.0,64.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,UNKNOWN,2,0,
97,97,https://www.immoweb.be/en/classified/country-cottage/for-sale/overijse/3090/10682621,Flanders,Flemish Brabant,Overijse,HOUSE,COUNTRY_COTTAGE,595000.0,4.0,213.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,3424,4,0,GOOD
98,98,https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/10682619,Wallonie,Hainaut,Mouscron,HOUSE,HOUSE,289000.0,3.0,190.0,INSTALLED,0,0,1,100.0,1,131.0,342,3,0,GOOD
99,99,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10682618,Brussels,Brussels,Anderlecht,APARTMENT,APARTMENT,215000.0,2.0,70.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,UNKNOWN,2,0,AS_NEW
100,100,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10682616,Flanders,East Flanders,Lebbeke,HOUSE,HOUSE,315000.0,3.0,170.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,257,3,0,GOOD
101,101,https://www.immoweb.be/en/classified/villa/for-sale/stekene/9190/10682609,Flanders,East Flanders,Stekene,HOUSE,VILLA,845000.0,3.0,207.7073648685428,NOT_INSTALLED,0,0,1,0.0,0,0.0,1853,4,0,GOOD
102,102,https://www.immoweb.be/en/classified/house/for-sale/braine%20l%27alleud/1420/10682602,Wallonie,Walloon Brabant,Braine l'Alleud,HOUSE,HOUSE,265000.0,2.0,140.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,102,2,0,
103,103,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10682574,Flanders,West Flanders,Oostende,HOUSE,HOUSE,269000.0,3.0,135.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,166,2,0,TO_BE_DONE_UP
104,104,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10682571,Wallonie,Luxembourg,Bastogne,HOUSE,HOUSE,385000.0,4.0,177.0,NOT_INSTALLED,0,0,1,29.0,0,0.0,985,4,0,
105,105,https://www.immoweb.be/en/classified/house/for-sale/welkenraedt/4840/10682570,Wallonie,Liège,Welkenraedt,HOUSE,HOUSE,229000.0,3.0,150.0,SEMI_EQUIPPED,0,0,1,0.0,1,0.0,137,2,0,GOOD
106,106,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/10682569,Flanders,Flemish Brabant,Tienen,HOUSE,HOUSE,265000.0,3.0,130.0,INSTALLED,0,0,1,0.0,0,0.0,55,1,0,GOOD
107,107,https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/10682568,Flanders,West Flanders,Ingelmunster,HOUSE,HOUSE,230000.0,3.0,147.0,INSTALLED,0,0,1,0.0,0,0.0,261,2,0,GOOD
